owner,old_balance,new_allocation
5VGDd4FQDyNFAnrkmUHNdmSCtTAFYAa6cKaapd84uv6G,223408079155,7487027352
9PFh7XRs2DehfWYZtKC9Rvg1i5m3G7B9tAszibb3AsU5,223079679624,7476021768
9UDB3os2ut2eV5U6uCSP8E1QX9TP7RzSYb5KNfR6n7tK,222822871231,7467415403
4Mw6Lm8UgW7pNHpp8KWfVnyNv3yTqEu3Z9SJ2BHfPf9f,222402803991,7453337779
7nFmBaFjxcuYJnZbqjV6DuwaBPNtn2c63i6soQg2yAKx,219188003996,7345600872
BMt5r23J7itbWoZ9nq9MxHi8FjMDbxM7dpKx1dPGo2xB,214799427904,7198527457
84MZZF8rt5cNBHBPaGrFbSDgwvxdbduxVHf1AfbQn14k,212860398755,7133545186
EYvwg12vXcUN7pF1fASQZZgQ9RbVUMLjKqqCfi961ptw,212563987569,7123611621
Gokp1iD1DjWZ4ekoJmKC5wYqbeCGPvbZxKLTcUCWt54c,211286376548,7080795315
r1tgE29Jv5j6bSfFRY8LnSog4rhKbtV9QuLirGhsehZ,211020719715,7071892414
8Nw9yNjxUmDyRJhM4a8UTSqvJku3fEcUqFJB15G8UXar,205607624065,6890484493
FLEH4k66ArNvMnZUdAuWJWMUDTbrcYPECj7iNruHgEPH,200000000000,6702557383
ATkyFpjMvQx6FaUu5iWct7Jq9WXAEn9pdLgF4yuBmvhS,199671960124,6691563852
9fhdQbZisB65H8y2RxDB37nksycCo7vxDaXnfS7wQXxV,193446194327,6482921090
DMmVWosXPNoypMDRq275YLftNvdk769oNZvynuY35mr1,191324955719,6411832472
CpLKCQLTRNJgvuehzANS3miSnc4krTokeJPvbPN9KDBd,187041627481,6268286206
FLSnz2vDtkU7ktUuT2mJSwqSTqLgTEBmCzXEpJdoFRWQ,186530149903,6251145167
3K7XMbqvFTKT211Dqu8tXC1iK5vmQQ2MZp5mxSdEzWvx,180906029428,6062665216
7rzvzPQjUo4rwDq7UHBzFtqnWNee3xq9MKhAQ2Nwbmeq,180336387550,6043574929
DTRPDE9dTAhkkavbaaqyrAVDWpzx8uoAW3RoaqxbFgQZ,173241454004,5805803933
EAvPe6XfidtGa76smh383zNGRG6tKjzMPodZifogDSQp,173004751632,5797871376
9no9dEf7LGuSBXB2Psp2KYcJCmvXYtopL2Q8qY61kZ2b,168669000682,5652568279
Dp34ciqCmeHvbAbpBea8iV5U7J1p5aYqWxr6z74aYmnM,165469077486,5545329935
4ooNaeCUHiixKbh9hhB9hZPfFukW8L4FQ2GGkQkVwR5J,162440415543,5443831032
7fgrq7vUTseKvciYC6bFL7B9N4NFvEUaBREr8DosrBk5,160491022338,5378501433
EgMYmSgZ4warp4ZCWC3hmhRuCwr7vj1XW1eSuVPk9tXw,160371665796,5374501463
D8LWMH4KiYmaX2krfByW9PJZMzysCDQvrpPNzqsKb6w4,159857908997,5357284041
5dgCuUnveaHZZpQrSRX65nPkn4xuzLqDMcvjjJnuzVmW,157432332413,5275996209
8QQcFpnav2FPkguARcGaX14rLKm6cNvKBjtHFAqZU3ad,157161266867,5266912048
Ga2pNxtx65shBW3oHSJEds1E9wCAJXMYdR4jpsVKThf2,157043304751,5262958808
BTXBP1a87iBKWpFDf4LJmxKQS8APxYfFgqGBLCAhn2qw,156775859769,5253995982
CVyC6EPNNmiFbCbpXENwpPEHYBnecF52LnfMq5QXAqTa,156369741761,5240385835
7N9rsENUMRaWAjKuK5JvTgXxzrkoULoZKcKR2xSSL1hS,153603095079,5147667795
EzXApcJzUXFquZPVxKn6eMh3HWPZBVDVxXK3yVNhm8c7,152257497968,5102573085
ATvPFxvCofs3DhE1Yk2L9iUuQgCoLjr69b1WoyYjJgcF,152036355456,5095161983
7cPSuWAzzS3GgzYLo4kEPTB1aubqQ8hZj5DD2xkBrVKx,149420706799,5007504307
8Zns2PRRniyU7wHefPfgGtN4macomsYXJSRv6TzmTLEx,149353020534,5005235952
9RN4mb4NxHsA7J3zzkW7B6Ubtw4CkQFwha8p8hvnz71H,148201378336,4966641212
G8yGNpuq1KVr3Ji9YxupHLtVAz6EL9mxrKWnmhCs1Tyg,146712716912,4916752019
821cBbs5zb9yaCcxDppkf9tJjxzTS7WDKYkAK1JRrWXu,144752690940,4851066087
BdqgbNxQ1TfqRvrYKw3SQw715ZuJTD1tcYPiw5txbM2n,143498682984,4809040785
9s9bNYRsfma5f2LwUyJCNdE5qQNrhD5x1BSq7HFqAs1s,142550668959,4777270193
3SzN62NQEiZB3yQ3PomUVBhDUhgJMuMq7MUnke2HuwoM,139474997977,4674195887
5teVMvmSkw5PqZPB1iescMqm6XdqB61qrKinB9LgqT3,136798485759,4584498503
Hnc4gSh1mNanqpVji9KhcH7p1FsppEyRqPRGua2LzZeY,136232419577,4565528048
94HyZxLFbhVgUFCHgTCVbYX23Wpsh6xfM1DYABNEig15,136135822464,4562290809
4RjJNyUYSeVHLZXNQSnU4sAjudEJem13cED5iCJXc3KR,134730930260,4515208956
HDixbrzwwLXczhDBk1JVrurPQsuLE8FUKnW2pucSXN3o,132243777127,4431857523
AZsmrPSeyWLrNNeN8QoWQgvWh2tq7SH31ZVjWVuQt1v4,129427168003,4337465102
HuRQo6HuMEqeuvdwtWmtqTvXcv6MrRxiZLDbjZm9oMsC,128367577922,4301955285
4fLDEkeueKtN4YBKihYyoG42i8q1rRd8MUef2jHG5vEF,127993676117,4289424794
JDFDma1TMb1tWNFY1pruwCsHBybMdzwxveythZB2dcaG,127104640756,4259630741
4RyxWgPdvxwyc2ibZSY1D1jUu3G8dEJfjmkDjQW85464,125000000000,4189098364
6x5uPACCeszo6hDhhXxBi98FLKRoACpSt9ugB7kZG78E,124743146275,4180490480
546ej7xNqJtzQXuYSfUJijwc1XpGDKNs6egoJHbqHTZg,124469538531,4171321122
9YFRV3x2NhaCqU9eP1w4joLAEJf5wB4jz1kR1UyX2DR8,121962168348,4087292159
73SshqaCBNypH6AofCNBuRXi8M8stCuzGEPT3NM6rKEn,121546605266,4073365482
5CRqgV1yanQ8YLbob5swUFECp3uVmSnGZK3DkXLNndLH,121386988291,4068016273
FfRTeCMSMzkmv6VmxCNuhyXvzop9tLnn2HiYLC9Cunqm,116294893027,3897365969
2x99WSHDpwes7d3Qqhdcnpx8Mt6WmGPaeNkX9eR6Tamh,116275878849,3896728751
7TyghRWBT9dKaFhEzUhn9GtP2KYfyF5znq5BGAkEGfSA,114883672904,3850072050
2LsypdLpNwWiC8N5P1Ut3e1hEdv3aKRiiM8VWGMc6XVJ,113430225620,3801362981
EmYg2pkt99TexRqt7YJTEyPyMbGifcYrULUDKxmkr7ct,112020893756,3754132342
4hKysHfv2cx4XjCLA6fWNcDPXcT5FwrM7Yg5m3GvsD5v,110245011860,3694617591
7XKbGswc4nScumiwuZfp31S9GCGG1t82H1UHncfiLKQZ,109796746287,3679594962
3dscga6RA4dAGSct7qfozQ1GYGGT6adxUGASmdxibL1e,108810486237,3646542639
6LheDg2SqYBPsxsjMi5nyuwHxzhaegF5xp6p6dnz6B6,108763639766,3644972683
GGVcYkLVdGWey4SeLm99nVLwCuHDNg3GdeBNebSdE1KD,107359578753,3597918686
HHXUsj56ADWm5pssT7acSE3DEu13sVXwqA3AmYpHTUAR,105299224688,3528870479
HXCJWJEhV2ZRonZUx5CvKjL913YVz6sjBUhMDz9RDMXC,105208094329,3525816447
3V8a96WPjcginqLFYxJJCpSpz6VYty6WqDLLmMFiy2Vn,105155419920,3524051180
DVFaA18zM7xPdzRZUWQiWJT6qaQTeu8NN5kk8sqebr6d,104046825218,3486899082
4aHxn3ee7ekimT1mSojoe8R4C6NVvneHJwKqaS3ndrf9,102485065510,3434560162
ESgEuRPoNq4ZcdVJFe3p5kPmjbaeVG4gXLZuM29gCw4L,102424793739,3432540287
3UKhToAqiX9hEUmTJQGiHmsG9B3huHLRcDhiS7vu7Uzv,101094018399,3387942297
4zZvbe7wVAnxkLJmNhz6w4WhWWXkEhxdeHo6n8veNJYQ,100425000000,3365521626
6kjQHgUYPH6Wxr7Yng7dMojYDLNNVBEmRgWG9hXuFHen,100020871690,3351978160
9KZ3jLHQiNmrttb4AsG3w1vNhaWSj64jqKFW3mBpCEe7,100000000000,3351278691
C86v2dcLwei3oy6uKoapVJU9yciFiXTcTevpU6Lcwor3,97138765530,3255390750
3TW8Lox3ebPpWCKpWvB79AMWmybTPbm3L83DmYwU8fSQ,93200593164,3123411619
HbfdmNSGeDn8wnwJnV518kgi2GHHtwnntdRbbrt3UBSC,92146346985,3088080891
zqx3qeDYa1S81NpHmbSPc5F4NY7f87zNbLqmKyAs4eD,91330901422,3060753038
FDpgKDeHxs5RmhQJmyTLEqAHHGW3wFGJRH2bUgrQubHe,90127619392,3020427703
Cb4ph1uN3FVq3m1pcrTaKbjT1QtyLcyas2HGjRF4NGBm,89325614539,2993550286
HzUWCGMfLFo3dmus5VYA5oFemEzg59YzSpcsE3y7n2WF,89029047030,2983611482
9KV7wcr5trJZbwt9pfERrZLkMRP7gdnhKgPr7s6K5cGu,87294633671,2925486457
6d8QdReAgTuqM17iVbBLhWb6zLphtVNYLbizDbZjsyUw,87124271676,2919777151
MGgSjaE7ypxx2n2XbcjKyfxu8ScRcyZMhZQ6ivunpek,86165043126,2887630729
5TTP1SJEfR2tnbdThtt3L2ujpsRzw8QzLTZGYWHBKe31,85705828291,2872241161
3qTPnWxbxKV73XeFuxKQyaDTbJw8XkiYNvQEemjQcUFu,84305649698,2825317274
3TYRLdeAU2ihLidinj5FinGjB3Asjck7CkvWj8dqJyze,81786914027,2740907422
8t9dWC3XaYeZqzAapVCHDzTw2vFoHgMg1mwGvJxgZf2,80661586128,2703194548
JE4RQhENiQNdQvqZ9m9KExhk8ySRLekxFRQxdELnNg87,80510549423,2698132887
6DCqhiAmjHDLRRZ8qEpP5jNo4AjAG7pZTizAqddTcMNL,80310943748,2691443544
8vnyyFnPYvE1ZmGnq2QNkTQnh4G1RQLsM3dXZVHr4pm7,80022165399,2681765777
HS67Rw9wxYztZSLXozoWQkh1N9xtnGUn4HkFUCc9HFX4,80000005979,2681023153
9oJpEJsp9rC6fHsN1Yd2fcNYMdcVDQHmnUqPwwkH2ZJD,78663683288,2636239256
7hLh2zM1P3ND2nNmK355nVe5fmZonpZYB2Z4buM1ATy6,76833417447,2574901946
e8e8GBeNr3M6C6AAhDGyT8246zALRXfptmXPYky3KBn,76713506727,2570883404
8NytCnewXgTwT4TQUmQxrxDoH7CssL3hPBUBaXKdiwKV,75544386846,2531702939
FszY1xrurBKMwsHJQGQoPEBf2vzfxocaDxyB7BGhJTTb,74863375351,2508880345
5m2RWe4fzJWvKBJ3XdCYJEbwvyyRoRruck2xgzHXyfqe,74772750982,2505843270
A5dvrePYsBpSzHnMdpNcK9atA7S2T83UZVhLHv7tX28x,73730037705,2470899042
FNrYkQtCa6Voz1JcwDNYqxvksFLwNPCykPsjLzLNgw9B,70950285984,2377741815
B7rtRwAmq2H5DSd3m3EMEvnUwAUASG2ZjZquXEVDLwhP,70653533027,2367796797
DgtTu6b7GUzJtLpqUzvttVKYm7T2CKbmFNrctRDV1fd3,70477951022,2361912554
92CZGUVSPgnn9m6WZdCMJH4N6f6vMP9XirbXBZQ6UQay,70059102569,2347875775
AiKfFHvK9A93iQYhnCE2SVNJnidTfncBxefAGM3LpncZ,69420000000,2326457667
HaV3r43eiN9t1twiEmHPytLMLFiQtcZxXSnphVqVJcMd,68684582438,2301811775
2G6uabEtcMF2ybGJ8EkKQecuJPG46k4JbGxC4dXd6t6F,68645318361,2300495927
FbtyomnL3Heegpz99ZhJ7FQUsGgRac7FvBzQq6NWzprS,68117375538,2282803091
F7CTqJhyXVxZj6PaSmb83pEBxR8hg4Aqo4EYP4M2FmtT,66582824191,2231375999
5Qhqo336MmGGKJBtPRcm75z6ALFF6vn9BmWqeQuFrohL,66411670312,2225640155
9Fm1TgP15BRqFfFX34wkByBFdr1sV7yFU38cYfJhKjkA,64847811468,2173230887
EkQbLPEQJJAWtKD3TiGQtRDsr453atVD7LA7tNv8x3MY,64480588345,2160924217
538g9YQFfKvDHpYMeiLui62VWs6vV1rC1QUQaPNKvRcA,61429646750,2058678661
ASQb63bJ8hywW5V1L9yYoW15kSyTsimVaQX6MMhUXApo,60604359394,2031020982
H8tfig4ha65fR5ViW9ZtDd9pVv91z643Pz6fMtzvbBF6,58677375132,1966442369
J4vth8tmoNLSy3SDiUyDoz774rdygVmtaH9DWEhECcQd,58629178651,1964827171
4fxWgjYqTZWAZxcwqZ7M3xEu9if8STDzUM8v4qghAL6h,58291658522,1953515931
7xCGjBwCGmyj2fDgrdhXBMqKcSmpH14v1VajeR1jFAGi,57849586710,1938700872
4W7yzaTnawQnySWVXT8MQy5tzPTQg91MRSuuDwT1yjLz,57652418668,1932093222
BQQyRDB6n757jafy6m9zEosiMiYr6TPSuky6R32t5Y64,57599278754,1930312355
4cS8uf7xndDLH6qA4oiYa9ZMousEYjKVn9XpDXxuPKdi,56891072059,1906578375
HEcEEpn34m9Hp4Zz6uqPwTpELyDTPdbspiawajwyYYHQ,56543782511,1894939734
EMZuuQsBHkYvu7NaiRGknb35m35pt8FbdGuAkNYtw7Xo,55629673386,1864305390
EcvqhxcU1Eb4p7kqyNkfmVxPCoBiR6a32Jca8c1rkJko,55330373685,1854275023
217K89Z51i32X3pxamiDdUdVJtZcLMCrZVsUrUWt3diz,54606336810,1830010529
FYFPCT9k7fngpFsRcSfQG3VcRiob6ip9jjXxazd3qr6y,54476672864,1825665129
8qGppcxiwyrSPjGFuSRbePttzuK2APfWLmoiJTVHF4Fq,54169033551,1815355278
6mjavJTKTtvbPDcS7jx5pUGscWmFTG3tNnwpV7YWA8Co,53899287468,1806315335
7T7CupoBwi9GjrE9gmf5F86Dt4f23FdmouZF5UnuSuqZ,53889345597,1805982156
2snHHreXbpJ7UwZxPe37gnUNf7Wx7wv6UKDSR2JckKuS,53748097725,1801248546
47fAYqds4yc8B2JfCigpEv3gyX5seG7B1YtMurVTVtGL,52675383613,1765298906
B6NPHXF22MU3MrxVUnG4QGCW3vUccqLe57hLfHUgRBY9,52044867331,1744168548
7fAmuPubC8cN1i4PN9M7Ar783pMcHNDn2CK5HXhhCRNN,50629210302,1696725936
VjiBUy6Dm72c7wbSSjqSz4TUZof2QExDZD8B2k5zsiK,50204578106,1682495328
FEAf6g1tPeS8yUnpyRGtsLwfBqJBLjNYTk3RNbqdBVEs,50124501831,1679811749
5CM24vph13qEe81fxKq4zBtQ9zmaonFrmiEdXfGwkES7,50000000000,1675639345
Hi5bNmcheZMTA2Qh9FGfPKWHDBR8s7GbJoDhthgBiqAw,49970549388,1674652373
9shBHjviUuynNdSS7Rks6jzqBYqB4aoGkAVU1gJpBkqt,49961232815,1674340149
Bqj8pSbjZR5QNfDKxUMi2AHPowDyhj8eRoFdNEqwAX7q,49769691836,1667921077
F3BhZ1op2QW2G5XPuWBSiwX4QHREC12wyewbGqFa9gr9,49496346571,1658760515
5CKJQCDBfESRKbbLdwttd8Fn7gsYwHZxTGTxDHRakqdd,49395317952,1655374765
p4vHchGRLYfFiH1kxgBHjSFKwj9wzUcXQrdn8ConNpD,49293601318,1651965957
8ARUpkpxsX2oLNw5SCDokcJxG4i7Ln4sY7heqPYi1cMq,47925518631,1606117693
8EJFWQa5Cf9GRD5yNJZgcQGowrWsefhob91UTJdZd8Mn,47425919513,1589374734
HVKcQQpAqcXd2Ptooshw4H62xwNwjNX6G27VAqVn2S6S,46936154593,1572961347
joXEyNAWhwExSpe6twMbb5GeNa7BRyDXpLfGwVvmYfd,46738491094,1566337092
HtuC9nuCeR3nLup9CyQ2CnhL9MjgKFkeWMM54pmGMeHp,46690799465,1564738813
DdmbnFcX62aLUesVBpzE49TpfQJAzUq4y7eKGWkffsJR,46627097309,1562603976
9WALmxVLyZUSTbrj1w6vPto8ZgGhDQdq9Rj1wMjYvp3j,46245822978,1549826411
BUhVfkuDGhbGxsJuCEu4UWE5nPn4GqLLzW9EuVet3vLb,45350064174,1519807037
Hcqj5srgjDNwmGJmx6TTdqoeofZ6Q3Mm3c8XCPEhP5kp,41886915232,1403747264
64BrT8SvETt3UtDaWLMVLcK1bsERdPvAnGZ4WyPktZFK,41633309088,1395248216
BG9thmQ8BrzfNUiovGqAsTiRv2zU9MF9jo46qqoP1o8L,41464608389,1389594585
E7Smny618UhnR8Xi2EBMLyoZUnkzL4oLkLvWgGqK4rQY,40725053259,1364810032
nqBKkarf3KsdqxTfSUBLHhcukMRqWG3e1RqKkHjCUcc,40584813974,1360110222
CK8Ftxq6FLWYzfBDHfkoWVyfeKoMcqTkdkGUGHSMrceD,39711536598,1330844264
S25SQNffJGNNCKJYghEsgwhSqz6nEP9imShP4YMvseC,34497573747,1156109838
w1k9VgUJ4WUwhSPgaV6PPxEVtMgFnbGat6Ahxj1Rsxd,34494095653,1155993277
594JJcz9ypQ7BBmdQR7FoFiKh32T5yLBhvt3wsFH8oQh,34447788139,1154441383
F6ibGu4zrhiR5tKxueGmGrYtHrsGRALMohcXsZGcXzwy,33652769820,1127798104
AMNWbGXYuMGZEAPRddKWAHDpi9s8QhREUnCZr1UHB8mc,32922803273,1103334890
3fuga4fDgNY974eJDfBgYX8pwTCW9wtWS9qoxSWdSPRu,32807904561,1099484314
8Gj4QgfnG4FtpNA4Z1G6SoWY9EvoLjsr8Adhu6tCAKRn,32722111683,1096609156
3z33dsdAXdNgznG9Xbcikhj6v8JDTrcqkL45KEsnWV3h,32711142131,1096241536
7eDjdLQFbZsLuiu4yvb3N6dngBU7SsjcNsQHYrGVhV41,32685319855,1095376159
8GVz3ynXJGrzigT1URGYSeUcjJ2zco3vbk7gugXEPXcC,32107448966,1076010095
12HN5DnqkC1g2dBXeMnMMboEuWv4ETcHCMDcNt2Q3KcB,31573423297,1058113407
7GFBbYBTzTm2nUF1qBxABg4NQ4wMLPCMU44qwKd82wuL,31381567256,1051683776
7NCUQDpiuJtPdLviMyQvmDdjbhvUBqqxeZtZVii4dKcf,31374584091,1051449751
6rVfy7CMFHNy4qe25VVLwrEf2Vi6McbHE3dpFFf5Sork,30905288811,1035722358
CASZJ8NjTizzWaSHPR7uYHCS3yfgtpaP9W8F4hstfgag,30079665927,1008053434
6w3WdjM8CLwN37XxMmasGY7Te6bH5XFevJBwbcVHBnC,30062865183,1007490394
3kbVFBuw7Ni13ZkicxgKFGN1dsi95cF9hxfCKo7wyT5e,29970335777,1004389476
Xmg2pcrLwdUAvsYg1utaTHjuBuJK3mR7wufgCYaWEUC,29903464300,1002148427
HDfKTeQETwYBggQQKczoj59EdNopzYTFZvSsHyGDyGuU,29729008575,996301929
72418xM2SkX7uZfDWwPScXgvS499VTBCaoEksBjt3Anx,29588006722,991576564
2Hgnxcwo3KPd5TkfAB5rUwnLwEumu2jLA3F59hKN9B4r,29237126262,979817582
7kuZ5WpMAn9WRkm6GwGcPUTE9QnrojtLXUSxW4eqRoqU,29082405675,974632464
6coCerrPXwwHg7bV6x3H7anNwDMSeo1Pygj3YLgce6V1,28496998997,955013855
GYo9QdMsQ5c2xWctVmc6dvb2KVYtohLmuvWrXgb3vYPb,28492914021,954876956
8L4DRJsXxwnQvJMLh3e9bvZTF4J4ngnMN27tLjodsCZE,28293823922,948204892
HA2bkEr5wfnwgPyNQfV4m56te4Riy9mXZYe6k3xcUuQ5,27685285005,927811057
EukR223bLNwHgDemfYwetoJ98zJRGriztZpajU1fWUoZ,27456163111,920132543
QLhddQd3AZaXrW3af2qCAm3onVAXXthdi2stwDWrX1T,26543745366,889554882
5tubbV3WMrvBnwqbT83TTLgTyzkj1sNACfF6hXE8jBn9,26262321820,880123595
EG7DBwtG1szgukAd5ZLJ8ZJibAyEPBxPzVKcboPd8vH9,25657492935,859854093
F392nMfv28bryMJCHvoK7B63YWH9anhjDNzJ1yEPR45A,25228474811,845476500
J4stSSKmtRjr5doLpviRZF7yjQjkbyBsLvxawhAUjGJ4,25019307623,838466725
2HSjT63mtJ1eeCJCWnfppq3TrBZEvAgrEPEBv2c4bgkE,24840890334,832487464
HDN54xbLT6EPFwEh1RkmQuXQsbEM4o6wvug2qgRnt3ig,24758762616,829735135
ycmmGeWRBPcGUXt6HE51pbPf41uEJF4YwX3JKVDf61Z,24588404683,824025966
7kRfYgbpichh83KfYGubHrNrzNukesSzgD4xvf6CcB5D,24577147520,823648707
2dRMNAcdp1a3dodxUaniLSqsP2WH6af1KhhVpdSP9Fun,24305322591,814539096
AWe3BuWGDzaN7K374eGFFXDb9SHtSGaEkStPEMEf87Fk,24229129403,811985650
mP4tnNkwAtRLpSZG5CqcH3CVPJHgVw7XH3j6YRyayQP,24099518393,807642024
HKN9tsnhgNeqKJT1aCGbpv4vNzRfZCPDf2K5EhtKgcdu,23704019805,794387764
2cPhcgNRXhRm9bWuQxPg3fvm8Ki6TB11d657ohnio2y2,23203767711,777622922
9BnCay6QJzg295VbxZY3dzzRek8JP4xmfvFA7RD4aN1o,23162494229,776239733
4H7AXSq2xCjH9dAiZESfBM1cSuQixs4dn9YqXB2VBjBW,22971181139,769828298
4oEWYsUCnRH6rLo7qKsnbnbyPLq5TwSWbhdJmxEZuzKs,22589859272,757049140
CQWuj4JoQBvJmFveF9PwYWU54CtExaJUKZnD7mqP9Zdg,22406341999,750898964
97YYPWeuRCm7mBMptXPr3QuVdZGraUHANbZXULmMftTG,22054100187,739094360
6rB7HGtDYQJLduphjaJBzzioP7kaJ8dpWc5zbzaSdkRD,20966091606,702632160
5GfnwLqtu7cUi1czDrmRExii26HqDdfxfGfs776NZmKY,20624100441,691171083
73Tx9F3usUPsGoZk4sJ3yBkKu2QoCdsb4HTtT1KYKRwT,20261819614,679030043
HRv7TxyffPKpPGbySTUJGycK4RjYnrtrCkXu5St5Nxwo,20118418837,674224283
CdnwvHE3LFJTiEWBZ6BC95LxxXh7SBS3F83hBCrLzi56,19792336831,663296366
613Cfw1kkC9p5a1PUChTALj5SnrzjDiUFnYvCbNNrbFM,19524834510,654331618
78jNxWFqNkzTSon6UttmwyP7vq8khZPdDgmLX11ih3ih,19482655965,652918097
HfWbzkae65yTGuP4KZ94HaXS9zbhGKd7g6Yb2JQ8G9nz,19339564392,648122700
3uu19uRbWht6unPtQyThsZ4mHmUmLggjxmHbqLkwfqPu,18939564104,634717576
FfJAATCuCg3kwTTyY2Quc6ZzM2EkecasYhEAZH2nLf7b,18639446810,624659809
Gntaqb8qybUuztj8TCVHJZpiVmjSkPAgdviDUDjaPSHE,18387321121,616210374
HmP3TxuVWkiJjS6mii9WPzRFeF9hnUjs1YMHCAB4AZm4,17651965457,591566557
132t1Ti3yfkssp9sQboxV5vcDXajQFpho7vyah8t1yG9,17615434294,590342295
CZV4EtP7qXrsC7BCSJ98iMd1W39wo93Qenyetzjhr32B,17426350422,584005568
gPcP66Rpudq4H9tu2byqH6QSSN8gsicbHpdZKgdGeM4,17178089172,575685642
GjUS5muVLo6o8WeT9rp9kp2gB1GgeAkeWcPLg6qDRKXT,16948369217,567987086
FEXGfKS52bQUJxCf3vD6o73SvSqSfFVVRnaR6sqiMKiM,16648131834,557925294
6qMoF6PcRVKQwgv27FrzsdVftyK2REUQyfJs8JqPx6Qp,16089632161,539208414
4ekSqR4pNZ5hp4cRyicji1Yj7ZCphgkYQhwZf2ib9Wko,15921387723,533570074
73h9NhC4Xp2Z1mq2mMU1tqYfgfePg7ZZpK8Qh8dABJWP,15799530234,529486290
FUBSTazuguMbs6oQeLTViizdBKcLEh4qboXPFpgPPbsf,15754028517,527961400
G4iEtxpphZSLATwFLCsoeYjcbGTW5GLjUHHUfAU1mjSa,15567961312,521725770
CpRJ1YVr75gKnd84YUGQvAM5DXNP67SJn7ZRpPVNGKN8,15491202843,519153379
DzwdPxf4RxarLaWPCGD3CGvZjr1CrQPKei9YKHdswLsc,15441903065,517501207
Cd5NL4KkksjnzRFcyVyqN4oExoNSFsvYKMRXa3c5Ss1,15365068684,514926272
cH5jESnTEHboJf3h6RJUpVNHTJTJEWKTQLw6fx4NnLt,15280451668,512090520
Gf3J5fa6L5zWa9p4DZekVQtL7PEXdTr2bcWM7LA8bKYZ,15271975273,511806453
VxNjp15Dn7kGr3TEwXMFWZvupqKKsGWiAnqztng1TL3,15029729953,503688137
DhLJ7RqXWt2ZfuXMArgpsYEtq2tbBCrkFUM1KeNN91RP,14953128253,501121000
DNTT8nS6E3FUpvMjbpJ35C49LSdPEVPpZQStGGLgfRVc,14834099167,497132004
6ooVBXhnqAXaF91cu49YmWhoFuE6WLdZWTwNYvTuhyBd,14793824738,495782296
J58Qb4Kr9pviwaTuJBQy7nFmNUCmXBpUDigW72fjhQPR,14550239596,487619079
TGegvaKk6TPzGFprjo6mEZ8ymPSW1N7XC5VLSNeWkbK,14532235237,487015702
88zEFWDKxePLyjfcZ1cyDjTbi3sxd9zCX3Y1eLKthktZ,14457427025,484508671
N7qxx3wcf9svQQTYp4cp1i6V4NFC4njwbMeafhFGn3V,13980720076,468532892
9sxMoGLS3kyQradWwUPx9AJhmr6tAe8FKM7ASFgaMr2K,13959734215,467829598
3ErbZDeWNZUBmAnnTBNV8djakMSFkLZM9AmDX3eQduFZ,13715851551,459656410
D4iHbPXLRi39BsfNQZsjcji8UoDkpm1aUV9hYtWVHNy9,13493195200,452194575
G2RNv2u1dL33ZTpYa8orwyrb9EAiBThD634vAfGdpD6Q,13483523901,451870463
2Jxn6qAqeTX2R51rx89LMPLjAkCSL4qHT4ABSsiZNUfC,13442836785,450506924
DBDzRHaQaTwk7f8Todq3ah3hPKr9cAvaSFEam2WnUiki,13221544897,443090816
Agn7nzSyEmRRFPFTWrVZaKusT5gEKeFSHDPV4jUavpyo,13086136492,438552903
mmZwRD8Jx19terUc7K5u2jCfZMziD2FoKHq6hoyR9mK,13055627921,437530476
qupvCssMX4icZ6QbXMTvakT6ih9kjMMs3MkJ2mjH8nM,13035737532,436863894
D9GYt4W7VvteKCSvTgyjzuiBJyTy94Kmr6YiC9fbxGjW,12419562734,416214159
Dq2NzezqaHL1pDhUrt5cbz6vjRGHSTuM57TGve6KV15w,12419223953,416202806
3CgvbiM3op4vjrrjH2zcrQUwsqh5veNVRjFCB9N6sRoD,12331337028,413257470
HkTQ1QBwxkozSFa2nb3oFJqhZJ3wmfj4XmqpVuSd7SNX,12002388625,402233492
8SZHC2ehDbWgQyWQikBWgdgfCtsxBXwB2hiNcABy8RLT,11905400773,398983159
3BXUCSh4DyFsjyk1mHL77A6DqjxZXBM4o184LYW8is8z,11523800295,386194663
8ye8pkkJowEwFBSdgRALWoc9mAoHUuHmPNKwMpXB68WP,11522305228,386144559
BmqMU1i8wnWW3qZQybYiGjWHzHoJWYVnULX8xGkvR19W,11517654443,385988699
7t9kYGrqtrSbGoQ6sfhfUS2UX4wYgekKek1AKPmEnS4p,11513006475,385832932
HQoLrD8NSizGKsEeihvx6mdh9NcUCG9fDnxdRs4qxGiJ,11508361321,385677260
7dt9V3DfKkhzmk8eyCyBFFjaAo2oRpR9w13JLAAs7j5u,11483334227,384838533
8DRJdA5PqqydAkkagV2QmYik5e5raNSFEQtC6D8xZQxN,11468990776,384357844
AcsRCKJAgYLkMS8daSRZenroQPdwhhfRwfwY9stnHqnG,11468834721,384352614
4Z1SiJHyLoBFxoNizN9aqqcrXohtdYimDBC4PyNCJMaw,11287850698,378287335
6pyuKznXPQngUsCwkPtKHGu3rqRMVNaL6QfQXg62jsjS,11287414471,378272716
FXKbhzo3bWn3nHPidiEtePwVXqEaeoppYiEt7K18kAEE,11185822229,374868076
7qUTa5XPA9S9NDB8dbnynxxJSCvH8B4Fvfw7r1EPq9uZ,11172682498,374427727
6gwTAyKVg1zH77JWhZceuHFXH3bJz8jaRyrYrHYaXuqz,11168241826,374278908
